неожиданно <...>, he quit his job and left town.	all of a sudden (suddenly) <All of a sudden>, he quit his job and left town.
влюбиться Tom <...> with Sue at first sight.	fall in love (begin to love) Tom <fell in love> with Sue at first sight.
быть склонным к занятию чем-то I don't <...> going for a walk. I'd rather watch TV.	feel like doing something (want to do; be inclined to do something) I don't <feel like> going for a walk. I'd rather watch TV.
навсегда After her death he left town <...>.	for good (forever) After her death he left town <for good>.
на данное время <...>, this house is all right for us.	for the time being (for now; at this time) <For the time being>, this house is all right for us.
впредь <...> I forbid you to go there.	from now on (since now) <From now on> I forbid you to go there.
связаться с кем-то <... Mr. Smith> for help.	get in touch with someone (contact someone) <Get in touch with Mr. Smith> for help.
потеряться She <...> in the old part of town.	get lost (lose one's way) She <got lost> in the old part of town.
перепутать I <...> and went the wrong way.	get mixed up (get confused) I <got mixed up> and went the wrong way.
избавиться от чего-то или кого-то <... his old useless car ...>.	get rid of something or someone (dispose of; discard) <He got rid of his old useless car>.
перейти к сути дела; начать говорить по существу Please <...>. I don't have much time now.	get to the point (speak directly about the subject; come to the point) Please <get to the point>. I don't have much time now.
помочь кому-то Can you <... me ...> with cooking?	give someone a hand (help someone) Can you <give me a hand> with cooking??
подвезти кого-то куда-то Can you <... me ...> to the bank? He <... her ...> in his new Porsche.	give someone a lift; give someone a ride (take someone to some place by car) Can you give me a lift to the bank? He gave her a ride in his new Porsche.
заранее He told her about his plan <...>.	in advance (well before) He told her about his plan <in advance>.
фактически; в действительности <...>, he works as a manager here.	in fact (actually; in reality) <In fact>, he works as a manager here.
в общем; вообще; обычно <...>, he likes to be alone. He described the place only <...>.	in general (generally; generally speaking) <In general>, he likes to be alone. He described the place only <in general>.
другими словами <...>, you left her when she needed your help.	in other words (using other words) <In other words>, you left her when she needed your help.
вовремя; заранее, чтобы успеть что-то до начала I came <...> to have a cup of coffee before class.	in time (to do something) (early enough; before something begins) I came <in time> to have a cup of coffee before class.
пора Hurry up. <...> to go.	it's time (should do it right away) Hurry up. <It's time> to go.
на всякий случай Take a little more money, <...>.	just in case (to be on the safe side) Take a little more money, <just in case>.
Мне всегда не везет! They lost my job application. <...>	Just my luck! (Bad luck! Hard luck!) They lost my job application. <Just my luck!>
иметь в виду; учитывать; помнить <...> that he may not like this idea.	keep in mind (bear in mind; consider; remember) <Keep in mind> that he may not like this idea.
держаться в контакте Good-by! <...>!	keep in touch (keep in contact by calling, visiting, etc.) Good-by! <Keep in touch>!
сдержать слово; выполнить обещание You promised to help me. <... your ...>.	keep one's word (fulfill a promise) You promised to help me. <Keep your word>.
забыть, освободиться от тяжелого переживания You can't change anything, so <...>.	let it go (forget bad experience; return to normal life) You can't change anything, so <let it go>.
понемногу; постепенно <...>, they saved enough money to buy a car.	little by little (step by step; gradually) <Little by little>, they saved enough money to buy a car.
потерять дорогу I <... my ...>. Can you help me?	lose one's way (get lost) I <lost my way>. Can you help me??
подружиться Anton <... new ...> easily.	make friends (become friends) Anton <makes new friends> easily.
высмеивать кого-то или что-то He <...> her German accent.	make fun of someone or something (laugh at; joke about) He <made fun of> her German accent.
иметь смысл What you say <...>.	make sense (be logical) What you say <makes sense>.
принять решение Will you go there? <... your ...>.	make up one's mind (decide) Will you go there? Make up your mind.
неважно; не беспокойтесь об этом I'm sorry. I lost your book. - <...>.	never mind (don't worry about it) I'm sorry. I lost your book. - <Never mind>.
не говоря уже о We have three dogs, <...> two cats.	not to mention (in addition to) We have three dogs, <not to mention> two cats.
неудивительно, что He ate three big fish. <...> he is sick.	no wonder (not surprising) He ate three big fish. <No wonder> he is sick.
в кредит; не надо платить наличными сразу He bought a car <...>.	on credit (not having to pay cash right away) He bought a car <on credit>.
настороже, начеку He is always cautious and <...>.	on guard (on the alert) He is always cautious and <on guard>.
под рукой Do you have a calculator <...>?	on hand (available) Do you have a calculator <on hand?>?
нарочно; с целью I didn't do it <...>. It just happened so.	on purpose (intentionally) I didn't do it <on purpose>. It just happened so.
подумав; по зрелом размышлении I'd like to sit on the aisle. <...>, I'd like a window seat.	on second thought (after thinking again) I'd like to sit on the aisle. <On second thought>, I'd like a window seat.
настороже, начеку; бдительный, внимательный He is always cautious and <...>.	on the alert (on guard) He is always cautious and <on the alert>.
с другой стороны I'd like to have a dog. <...>, my wife likes cats.	on the other hand (considering the other side of the question) I'd like to have a dog. <On the other hand>, my wife likes cats.
вовремя; в назначенное время Jim is always <...>.	on time (punctually; at the specified time) Jim is always <on time>.
не может быть и речи Paying him is <...>!	out of the question (impossible) Paying him is <out of the question>!
обратить внимание <...> to his words.	pay attention (be attentive) <Pay attention> to his words.
сразу же; немедленно It' very important to do it <...>.	right away (immediately) It' very important to do it <right away>.
до сих пор; пока; к настоящему моменту <...>, I have read five books by Stephen King.	so far (up to now) <So far>, I have read five books by Stephen King.
сделать перерыв для отдыха Let's <...>. I'm tired.	take a break (stop for rest) Let's <take a break>. I'm tired.
позаботиться о ком-то или чем-то; присмотреть за Can you <...> my dog while I'm away? Tom takes good care of his car.	take care of someone or something (look after; see that something is done properly) Can you take care of my dog while I'm away? Tom takes good care of his car.
принять во внимание You must <...> her old age and poor health.	take into account (consider something) You must <take into account> her old age and poor health.
не волнуйся <...>. Everything will be OK.	take it easy (relax; be calm) <Take it easy>. Everything will be OK.
принять участие Mary is going to <...> the show.	take part in something (participate) Mary is going to <take part in> the show.
иметь место The accident <...> on Oak Street.	take place (happen) The accident <took place> on Oak Street.
занять много времени It <...> to get used to a new place.	take time (take a long time) It <takes time> to get used to a new place.
делать по очереди; меняться местами We went to Minsk by car. We didn't get tired because we <...> driving.	take turns (alternate doing something one after another) We went to Minsk by car. We didn't get tired because we <took turns> driving.
В этом-то и дело. <...> I hate this job!	That's just the point. (That's it.) <That's just the point!> I hate this job!
достаточно Stop reading. <...> for now.	that will do (it's enough) Stop reading. <That will do> for now.
немного нездоровится I'm a little <...> today.	under the weather (feeling a little ill, a little unwell) I'm a little <under the weather> today.
современный, с современными данными His reports are always <...>.	(be) up to date (modern, latest, current) His reports are always <up to date>.
в прошлом обычно делал это, но теперь нет He <...> live on Maple Street. I <...> play the piano when I was in school.	used to do something (did something regularly in the past but not now) He <used to> live on Maple Street. I <used to> play the piano when I was in school.
В чем дело? <...>? What happened?	What's the matter? (What is it?) <What's the matter?>? What happened??
предпочитать I <...> stay at home today.	would rather (prefer) I'd rather stay at home today.
честный, открытый His business dealings are <...>.	above board (honest, open) His business dealings are <above board>.
импровизировать The actor forgot his lines and <...>.	ad lib (improvise, interpolate) The actor forgot his lines and <ad libbed>.
все-таки; все же; в конце концов I knew it! <...>, I was right! He returned to his hometown <...>.	after all (in spite of the situation; nevertheless) I knew it! <After all>, I was right! He returned to his hometown <after all>.
против чьих-то чувств, принципов, желаний His plan goes <...> with her because she doesn't like cheating.	against the grain (contrary to someone's feelings, principles) His plan goes <against the grain> with her because she doesn't like cheating.
все время; всегда I knew about his little secret <...>.	all along (all the time) I knew about his little secret <all along>.
весь внимание I am <...>.	all ears (eager to listen) I am <all ears>.
неуклюжий, неумелый He can't fix anything, he's <...>.	all thumbs (clumsy) He can't fix anything, he's <all thumbs>.
очень дорогой, драгоценный; зеница ока Her son is the <... her ...>.	apple of one's eye (very dear, precious) Her son is the <apple of her eye>.
яблоко раздора This question is an <...> in our family.	apple of discord (subject of envy or quarrel) This question is an <apple of discord> in our family.
насколько я знаю <...>, he stayed home all day.	as far as I know (if I have correct information) <As far as I know>, he stayed home all day.
что касается кого-то, чего-то <... I am ...>, both the book and the movie are good. <... your report ...>, we'll discuss it tomorrow.	as far as someone / something is concerned (concerning; in reference to) <As far as I am concerned>, both the book and the movie are good. <As far as your report is concerned>, we'll discuss it tomorrow.
что касается; относительно <...> me, you can always rely on my support. <...> your report, we'll discuss it tomorrow.	as for / as to (concerning; in reference to) <As for> me, you can always rely on my support. <As for> your report, we'll discuss it tomorrow.
тоже; также He knows math and physics <...>.	as well (also; too) He knows math and physics <as well>.
с первого взгляда; сразу же; на первый взгляд It was love <...>. <...>, it seems easy to do.	at first sight (from the first glance; at once; at first glance) It was love <at first sight. At firs>. <sight>, it seems easy to do.
не в ладах He is <...> everyone!	at odds with (in disagreement) He is <at odds with> everyone!
наугад; без плана He chose those places <...>.	at random (without order or plan) He chose those places <at random>.
пассажир, который указывает, как вести машину His wife is a <...> always telling him how to drive.	backseat driver (a passenger who tells you how to drive) His wife is a <backseat driver> always telling him how to drive.
приблизительное оценка (в цифрах) I can give you only a <...> at this time.	ballpark figure (approximate estimate (in figures)) I can give you only a <ballpark figure> at this time.
напасть на ложный след The detective was sure he got a suspect, but he was <...>.	bark up the wrong tree (make a false assumption or wrong choice) The detective was sure he got a suspect, but he was <barking up the wrong tree>.
очень устать I'm <...>, I'd better go to bed now.	be all in (be extremely tired) I'm <all in>, I'd better go to bed now.
встать на ноги после трудного времени He's <... his ...> after a long period of debt and unemployment.	be back on one's feet (be healthy again or better financially) He's <back on his feet> after a long period of debt and unemployment.
отстать от жизни; быть несовременным, устаревшим Some of the managers here are <...>; their methods are not modern.	be behind the times (be old-fashioned, outdated) Some of the managers here are <behind the times>; their methods are not modern.
быть вне себя от волнения, горя She was <...> herself with worry / with grief.	be beside oneself (be very upset, nervous, worried) She was <beside> herself with worry / with grief.
не по существу; не относится к делу What I said to him privately is <...>.	be beside the point (be off the point) What I said to him privately is <beside the point>.
в лучшей ситуации (материально) He'll <...> with a new job.	be better off (be in a better situation (financially)) He'll <be better off> with a new job.
быть созданным для какой-то работы He is <...> a leader. She isn't <...> a surgeon. She isn't <...>.	be cut out to be someone; be cut out for it (have the ability to do something) He is <cut out to be> a leader. She isn't <cut out to be> a surgeon. She isn't <cut out for it>.
не беречь что-то или кого-то My son is <...> shoes; they don't last long with him. Life was pretty hard on Tom.	be hard on something or someone (treat roughly) My son is <hard on> shoes; they don't last long with him. Life was pretty hard on Tom.
быть важным; быть в начале списка нужных вещей A new car is <...> my list of priorities. A new TV is not high on my list.	be high on one's list (be one of the most important things) A new car is <high on> my list of priorities. A new TV is not high on my list.
быть убыточным Our sales were <...> last year.	be in the red (be in debt) Our sales were <in the red> last year.
быть на грани чего-то; на грани сделать что-то He was <...> death two years ago. She was <...> telling him the truth, but his words stopped her.	be on the point of something, be at the point of something (be on the verge of something; be close to doing something) He was <on the point of> death two years ago. She was <on the point of> telling him the truth, but his words stopped her.
быть не в духе Leave him alone, he's <...> today.	be out of sorts (be in bad temper) Leave him alone, he's <out of sorts> today.
не хватать времени, денег и др. I'm <...> now. We are <...> at the moment.	be pressed for time, for money (not to have enough time, money) I'm <pressed for time> now. We are <pressed for money> at the moment.
рискованный, опасный; на грани; неясно, куда повернется He was very sick, and for some time it was <...>, but he is better now.	be touch and go (risky; dangerous; uncertain of the result) He was very sick, and for some time it was <touch and go>, but he is better now.
встать на ноги; поправиться He was sick for a month, but now he is <...>.	be up and around / about (able to be out of bed after an illness) He was sick for a month, but now he is <up and around>.
быть по уши в (делах, работе) I'm <... my ...>.	be up to one's ears in (work) (be very busy) I'm <up to my ears in work>.
ходить вокруг да около Stop <...>! Get to the point!	beat around the bush; beat about the bush (avoid giving a clear or definite answer) Stop <beating around the bush>! Get to the point!
очень стараться (часто безуспешно) He <... his ...> at work, but his boss doesn't even notice his hard work.	beat one's brains out (make great efforts, often unsuccessfully) He <beats his brains out> at work, but his boss doesn't even notice his hard work.
скоро, в скором времени He will understand <...> what a terrible mistake he has made.	before long (soon) He will understand <before long> what a terrible mistake he has made.
важная персона He is a <...> around here.	big shot (important person) He is a <big shot> around here.
переоценить свои силы; пытаться сделать непосильное I couldn't handle two jobs and family. I really <...>.	bite off more than one can chew (try to do more than one can) I couldn't handle two jobs and family. I really <bit off more than I could chew>.
стиснуть зубы и терпеть мучительное, но необходимое Sometimes you just have to <...> and to do what's necessary to do.	bite the bullet (accept painful but necessary action) Sometimes you just have to <bite the bullet> and to do what's necessary to do.
умереть; быть убитым; потерпеть поражение Many of them <...> in that war.	bite the dust (die; be killed; suffer defeat) Many of them <bit the dust> in that war.
отплатить злом на добро She is so ungrateful! She is <... her>!	bite the hand that feeds one (repay kindness with evil) She is so ungrateful! She is <biting the hand that feeds her>!
паршивая овца Their second son is the <...> of the family; he is good for nothing.	black sheep (a good-for-nothing member of the family) Their second son is the <black sheep> of the family; he is good for nothing.
свидание вслепую She refuses to go on a <...> again because she had bad experience.	blind date (a meeting between a man and a woman (who have never met before) arranged by their friends) She refuses to go on a <blind date> again because she had bad experience.
потерять шанс He understood that he <...>.	blow it (lose the chance) He understood that he <blew it>.
итог; основной момент The <...> is, I don't have enough money.	bottom line (main result; main factor) The <bottom line> is, I don't have enough money.
разбить чье-то сердце; сильно огорчить The news of her death <... his ...>.	break someone's heart (hurt deeply) The news of her death <broke his heart>.
преодолеть неловкость при первом знакомстве The party was dull until someone <...> with a joke, and we all laughed.	break the ice (overcome shyness in making the first step) The party was dull until someone <broke the ice> with a joke, and we all laughed.
сообщить важную новость CNN is <...> right now.	break the news (tell new important facts) CNN is <breaking the news> right now.
обеспечивать семью He works very hard at several places to <...>.	bring home the bacon (earn the living for the family) He works very hard at several places to <bring home the bacon>.
обязательно, конечно Do you need my help? - <...>.	by all means (definitely, certainly) Do you need my help? - By all means.
любым путем, любым способом She will get what she wants <...>.	by hook or by crook (by any possible means) She will get what she wants <by hook or by crook>.
остановить, прекратить что-то His father <...> his activity.	call a halt to something (terminate, stop something) His father <called a halt to> his activity.
называть вещи своими именами He always tells the truth and <...>.	call a spade a spade (use plain, direct words) He always tells the truth and <calls a spade a spade>.
считать работу законченной на этот день We've been working for ten straight hours. Let's <...>.	call it a day (consider work finished for the day) We've been working for ten straight hours. Let's <call it a day>.
распоряжаться, иметь контроль над чем-то He <...> in this company.	call the shots (give orders; be in control of something) He <calls the shots> in this company.
распоряжаться; быть главным в какой-то ситуации Since he was paying for it, he <...>.	call the tune (give orders; be the most important person in some situation) Since he was paying for it, he <called the tune>.
иметь вес His advice always <...> here.	carry weight (be important) His advice always <carries weight> here.
(строить) воздушные замки Instead of working hard, he spends time building <...>.	castles in the air (daydreaming about success) Instead of working hard, he spends time building <castles in the air>.
привлечь чье-то внимание This picture <... my ...>.	catch someone's eye (attract attention) This picture <caught my eye>.
перевести дух; остановиться и передохнуть I'm too tired to run further. I need to <... my ...>.	catch one's breath (stop and rest) I'm too tired to run further. I need to <catch my breath>.
застать врасплох He <... me ...> with his question.	catch someone off guard (catch someone unprepared) He <caught me off guard> with his question.
поймать за руку, когда делал плохое The manager <...the boy ...> when he was stealing cigarettes.	catch someone red-handed (find someone in the act of doing wrong) The manager <caught the boy red-handed> when he was stealing cigarettes.
что-то плохое, что едва не случилось The speeding car almost hit the man. That was really a <...>.	close call (a narrow escape; a bad thing that almost happened) The speeding car almost hit the man. That was really a <close call>.
взяться за ум; прийти в себя He finally <... his ...>, began to work hard, and passed his exams.	come to one's senses (act normally and reasonably again) He finally <came to his senses>, began to work hard, and passed his exams.
прийти в голову It never <... my ...> that he might be ill.	cross one's mind (occur to someone) It never <crossed my mind> that he might be ill.
1. срезать углы; идти напрямик; 2. ограничить расходы He ran fast, cutting corners where he could. I have to <...> this week.	cut corners (1. take a short-cut; 2. limit one's spending) He ran fast, cutting corners where he could. I have to <cut corners> this week.
сделать положенное I'll <... my ...>, you can count on me.	do one's bit (do what's needed) I'll <do my bit>, you can count on me.
принести пользу Fresh air and exercise will <... you ...>	do someone good (be good for someone) Fresh air and exercise will <do you good>
делать (вредные) дела за спиной I hate people who <... things ... my ...>. He <... it ... my ...> again.	do something behind someone's back (do (harmful) things secretively) I hate people who <do things behind my back>. He <did it behind my back> again.
практичный, приземленный He's quiet, sensible, and <...>.	down to earth (practical) He's quiet, sensible, and <down to earth>.
установить границу дозволенного; положить предел I <...> at spending so much on food. He <...> for her at $100 a day.	draw the line (set a limit; impose a restriction) I draw the line at spending so much on food. He drew the line for her at $100 a day.
"долг обязывает He said, ""<...>"", put on his coat, and left for work."	"duty calls (must fulfill obligations) He said, ""<Duty calls>"", put on his coat, and left for work."
легче сказать, чем сделать It's <...>, but I'll try to do it.	easier said than done () It's <easier said than done>, but I'll try to do it.
брать назад свои слова He had to <... his ...> after her report.	eat one's words (take back one's words) He had to <eat his words> after her report.
тем не менее I work hard. <...>, I like my job.	even so (nevertheless; but) I work hard. <Even so>, I like my job.
влюбиться (в) Tom <...> Sue at first sight.	fall in love (with) (begin to love) Tom <fell in love with> Sue at first sight.
разлюбить They soon <...> and divorced.	fall out of love (stop loving) They soon <fell out of love> and divorced.
ложная тревога I heard that he quit his job, but it was a <...>.	false alarm (untrue signal; untrue rumor) I heard that he quit his job, but it was a <false alarm>.
далеко не такой хороший, как His second book wasn't bad, but it was <...> his first book.	a far cry from something (not nearly as good) His second book wasn't bad, but it was <a far cry from> his first book.
нутром чувствовать, что случится плохое I <... my ...> that something terrible is going to happen.	feel it in one's bones (expect something bad to happen) I <feel it in my bones> that something terrible is going to happen.
слишком редкие Her visits are <...>.	few and far between (rare, scarce) Her visits are <few and far between>.
критиковать кого-то или что-то; придираться He <...> everybody. She always finds fault with my cooking.	find fault with someone or something (criticize; complain about) He <finds fault with> everybody. She always finds fault with my cooking.
сначала главное <...>: how much money do we have to pay right away?	first things first (important things come before others) <First things first>: how much money do we have to pay right away??
разозлиться (вдруг) He <...> and yelled at me.	fly off the handle (get angry) He <flew off the handle> and yelled at me.
идти по стопам; делать то же самое Igor <... his father's ...>. He became a doctor too.	follow in someone's footsteps (do the same thing) Igor <followed in his father's footsteps>. He became a doctor too.
заплатить по счету Her father <...> for the party.	foot the bill (pay the bill) Her father <footed the bill> for the party.
умонастроение I can't do it in this <...>.	frame of mind (mental state) I can't do it in this <frame of mind>.
полностью; от начала до конца He knows this town <...>.	from A to Z (completely; from beginning to end) He knows this town <from A to Z>.
с самого начала He was lying to all of us <...>.	from the word go (from the very beginning) He was lying to all of us <from the word go>.
контролировать свои чувства Stop crying! <... yourself>!	get a grip on oneself (take control of one's feelings) Stop crying! <Get a grip on yourself>!
слишком увлечься чем-то He <...> with opening a store and lost most of his money.	get carried away (get too excited and enthusiastic about something) He <got carried away> with opening a store and lost most of his money.
побояться сделать He wanted to try it, but he <...> at the last moment.	get cold feet (be afraid to do something) He wanted to try it, but he <got cold feet> at the last moment.
расквитаться с кем-то I'll <... him> for everything!	get even with someone (have one's revenge) I'll <get even with him> for everything!
Исчезни! Уйди! I don't want to see you again. <...>!	Get lost! (slang) (Lay off!) I don't want to see you again. <Get lost>!
перестать приставать; отстать от кого-то Stop bothering me! <...my ...>!	get off someone's back (stop bothering someone) Stop bothering me! <Get off my back>!
получить начальную возможность; сделать первый шаг в чем-то (например, в получении работы) Nina was able to <... her ...> because her friend worked in that company.	get one's foot in the door (get an initial opportunity; make the first step in something (e.g., in getting a job)) Nina was able to <get her foot in the door> because her friend worked in that company.
вести себя высокомерно Every time I ask her to help me with typing, she <... her ...>.	get on one's high horse (behave haughtily towards someone) Every time I ask her to help me with typing, she <gets on her high horse>.
выйти из-под контроля If he <...> again, call me right away. The situation is <...>.	get out of hand (get out of control, beyond control) If he <gets out of hand> again, call me right away. The situation is <getting out of hand>.
избавиться от кого-то или чего-то <...> of his old useless car.	get rid of someone or something (dispose of; discard) <He got rid> of his old useless car.
добраться до сути чего-то He usually <... things>.	get to the bottom of something (know deeply) He usually <gets to the bottom of things>.
Прекрати! Хватит! Come on, stop it! <...>	Give me a break! (Stop it! Enough!) Come on, stop it! <Give me a break!>
высказать, что на уме; критиковать She lost my umbrella again, so I <... her, my ...> about her carelessness.	give someone a piece of one's mind (criticize frankly) She lost my umbrella again, so I <gave her a piece of my mind> about her carelessness.
нарушить свое слово, обещание First he said he would help me, but then he <... his ...>.	go back on one's word (break a promise) First he said he would help me, but then he <went back on his word>.
сделать попытку в чем-то новом; попробовать новое дело If I were you, I would <...>. <...>! Give it a try!	go for it (make an attempt at something new; give it a try) If I were you, I would <go for it. Go fo>. <it>! Give it a try!
становиться все хуже His business <...>.	go from bad to worse (become much worse) His business <went from bad to worse>.
очень стараться He <... his ...> to please her.	go out of one's way (try very hard) He <goes out of his way> to please her.
1. вызвать головокружение; 2. возгордиться - Успех вскружил ему голову. 1. Champagne <... her ...> right away. 2. His acting success <... his ...>.	go to one's head (1. make dizzy; 2. make too proud, conceited) 1. Champagne <went to her head> right away. 2. His acting success <went to his head>.
сильно расстроиться She <...> when she heard it.	go to pieces (get very upset; fall apart) She <went to pieces> when she heard it.
плыть по течению; жить без волнений She always <...>.	go with the flow (lead a quiet life) She always <goes with the flow>.
отлично провести время Yesterday we <...> at the party.	have a ball (have a good time) Yesterday we <had a ball> at the party.
иметь претензии к кому-то Mr. Brown, I <... you>. My mail was lost because of you.	have a bone to pick with someone (complain or discuss something unpleasant) Mr. Brown, I <have a bone to pick with you>. My mail was lost because of you.
быть сластеной; любить сладкое He <...>.	have a sweet tooth (love eating sweet things) He <has a sweet tooth>.
поговорить с кем-то Can I <... you>?	have a word with someone (talk to someone) Can I <have a word with you?>?
крупно поговорить с кем-то I <...> my coworker today because he used my computer again.	have words with someone (argue with someone) I <had words with> my coworker today because he used my computer again.
иметь нужные качества Laura <... her> to be a good doctor.	have it in someone (have the ability) Laura <has it in her> to be a good doctor.
нечего (вам) здесь делать; незачем здесь находиться и др. You <... staying> here without my permission.	have no business doing something (have no right to do something) You <have no business staying> here without my permission.
быть прижатым к стене, под давлением; вынужден защищаться I had no choice, I <... my ...>.	have one's back to the wall (be hard-pressed; on the defensive) I had no choice, I <had my back to the wall>.
быть очень занятым He <... his ...> with hard work.	have one's hands full (be very busy) He <has his hands full> with hard work.
очень хотеть получить что-то She <... her ...> going to New York. He has his heart set on Betty.	have one's heart set on something (want something very much) She <has her heart set on> going to New York. He has his heart set on Betty.
иметь влияние Does he <...> with the director?	have pull (have influence) Does he <have pull> with the director??
(не) хватает духа сделать неприятное I don't <...> to tell him that he wasn't accepted; he'll be so unhappy.	(not) have the heart to do something ((not) have the courage to do something unpleasant) I don't <have the heart> to tell him that he wasn't accepted; he'll be so unhappy.
попасть в точку; сказать очень правильную вещь You <...> when you said that!	hit the nail on the head (say exactly the right thing) You <hit the nail on the head> when you said that!
(не) держать зло на кого-то I lost his book, but he doesn't <...> me.	(not) hold it against someone ((not) blame somebody for doing something) I lost his book, but he doesn't <hold it against> me.
Остановитесь! Стойте! <...> I forgot my key.	Hold it! (Stop! Wait!) <Hold it!> I forgot my key.
постоять за себя; утвердиться в чем-то He can <... his ...> in any situation. We need men who can <... their ...>.	hold one's own (maintain oneself in a situation; behave as needed) He can <hold his own> in any situation. We need men who can <hold their own>.
молчать; держать язык за зубами; придержать язык She can't <... her ...> at all.	hold one's tongue (keep silent; refrain from speaking) She can't <hold her tongue> at all.
не по себе She felt <...> because of her cheap dress.	ill at ease (uncomfortable) She felt <ill at ease> because of her cheap dress.
кратко, вкратце <...>, my plan is to buy land.	in a nutshell (in a few words) <In a nutshell>, my plan is to buy land.
писать адресату по адресу другого человека (у которого остановился) I'm going to stay at Tom's house in Chicago. Write to me <...> Tom Gray, 321 Main Street, Chicago, Illinois.	in care of (write to one person at the address of another person) I'm going to stay at Tom's house in Chicago. Write to me <in care of> Tom Gray, 321 Main Street, Chicago, Illinois.
хладнокровно He killed her <...>.	in cold blood (mercilessly) He killed her <in cold blood>.
в беде; в трудном положении (особенно с законом или начальством) He said a couple of unpleasant things about the boss's wife, and now he is <...>.	in hot water (in trouble; in a difficult situation (especially with the law or one's superiors)) He said a couple of unpleasant things about the boss's wife, and now he is <in hot water>.
в своей стихии He's <... his ...> when he's arguing.	in one's element (what one likes) He's <in his element> when he's arguing.
проще говоря; без обиняков I didn't really like the concert. <...>, the concert was terrible.	in plain English (in simple, frank terms) I didn't really like the concert. <In plain English>, the concert was terrible.
входы и выходы, вся информация о чем-то He knows <...> of this business.	the ins and outs (all information about something) He knows <the ins and outs> of this business.
на месте другого; в положении другого I wouldn't want to be <... his ...> now. He lost his job, and his wife is in the hospital.	in someone's shoes (in another person's position) I wouldn't want to be <in his shoes> now. He lost his job, and his wife is in the hospital.
в конечном счете <...>, it will be better to buy it.	in the long run (in the end) <In the long run>, it will be better to buy it.
в таком же положении Stop arguing with me. We're <...> and should help each other.	in the same boat (in the same situation) Stop arguing with me. We're <in the same boat> and should help each other.
вне претензий Pay the bill, and you'll be <...>.	in the clear (free from blame) Pay the bill, and you'll be <in the clear>.
не стоит и говорить; само собой <...> that he must pay what he owes right away.	it goes without saying (should be clear without words) <It goes without saying> that he must pay what he owes right away.
оно того стоит; оно того не стоит; (не) стоит покупать, посещать, смотреть и т.д. Watch this film, <...>. Don't buy this coat, <...>. This museum <...> visiting. This film <...> watching.	It's worth it. It's not worth it. It's (not) worth buying, visiting, watching, etc. () Watch this film, <it's worth it>. Don't buy this coat, <it is not worth it>. This museum <is worth> visiting. This film <is not worth> watching.
ухватиться за возможность His boss mentioned a job in Europe, and Peter <...>.	jump at the opportunity (accept the opportunity eagerly) His boss mentioned a job in Europe, and Peter <jumped at the opportunity>.
предпочитать; охотно I'd <...> stay home, I'm tired.	just as soon (prefer; would rather) I'd <just as soon> stay home, I'm tired.
